user_id,item_list
32,18574 13868 1573 20341 5671 23962 9789 14959 20087 16209 5966 290 21966 11748 22171 2312 14711 9288 25650 22444
33,10269 17409 25675 21077 9438 8611 12061 3392 22554 3302 5942 6799 10786 23567 9851 16420 1888 24019 25260 20174
34,22997 7581 15240 3658 1959 13860 20066 21870 19912 15253 21677 419 14413 25029 17808 4168 9288 20068 23324 7846
35,12719 8186 9620 32 1895 19173 712 5948 9085 6006 13078 436 14272 2922 19610 5803 23253 20895 16641 500
36,25407 16928 2426 11997 6734 4604 1583 16993 15691 12578 22848 8037 6878 19299 23141 25260 9701 9592
37,24075 3620 19480 9187 20274 1008 10528 21551 2235 3647 18456 22719 21660 23814 10979 13476 6794 13677 13878 1100
38,1863 7266 21062 1151 8560 22228 4940 7346 21552 25607 1947 11988 20711 11667 14385 21399 1960 5616 4511
39,2178 20341 7321 1114 3908 23962 15666 4728 20820 14959 21326 9007 24524 23816 13934 9288 2220 10180 16381 17773
40,24075 7395 22554 4752 9438 17651 25407 8264 18293 20611 12923 6542 5942 14587 10834 9832 10269 14797 5044 9855
41,24410 9047 8544 12797 14023 22868 19922 2918 2436 25307 16116 14989 14266 1847 19900 21457 1865 24902 21342 19532
42,588 12182 24209 24070 13663 1020 6612 20321 19089 18930 20146 11980 23416 12227 25407 2794 7473 23014 20553 10755
43,3469 8366 11987 23854 1639 8818 4627 8256 610 15536 2497 12696 3835 966 23520 170 10717 1184 25491 4720
44,5093 11900 8475 21975 25209 12741 17470 2659 3214 15186 18350 13405 9520 20658 9438 561 10786 3448 7836 6676
45,17968 2659 11658 21975 8431 12741 7494 13405 19089 19487 19525 561 12466 20658 10633 16948 8894 3448 17723 6676
46,24075 2229 6088 4721 13541 12494 23536 23513 4620 24561 23711 2745 9029 12544 12061 14912 22554 8681 19114 19142
47,19326 6954 18852 16124 6369 4032 21912 16290 4738 2527 19281 9257 23975 8928 16998 10734 5723 11514
48,19874 303 24985 13178 13552 4781 14684 556 18419 18249 13433 20781 24355 1712 21071 13630 5284 10749 20308 15204
49,5787 4302 18549 25494 25253 12585 17320 15668 17316 25925 17317 23846 17314 1738 17318 1202 17322 2611
50,2426 6327 9555 7727 1583 7991 10594 4604 10834 22557 6734 9592 23141 23001 13711 3061 7095 2345 12818
51,24075 21773 25675 20022 22554 1623 5942 20642 10269 10331 23799 15130 12061 12497 7964 21239 24894 14179 8538 11258
52,24355 6253 14684 8301 5467 13194 19826 23510 6464 23806 11114 12396 12841 17125 16029 3048 1633 11449 875 9054
53,14354 17874 18499 11115 12730 22126 14396 10488 13294 17697 23816 16790 4337 11134 5763 1273 2174 10921 22745 21008
54,25675 17525 3803 19989 22788 2340 20818 15443 15245 10238 19401 1861 20439 14390 18293 10434 18499 3499 9438 9965
55,15562 17356 3058 18124 10601 1818 11114 2122 10910 23492 16218 17635 4809 18131 17801 16197 13081 5973 2638 11060
56,18351 7203 6460 11741 13466 179 15320 8543 25869 5413 57 13336 7229 11987 4083 8663 13764 23329 4779 4704
57,24791 10562 25656 636 11378 23136 12922 17703 12421 21821 75 16305 2436 10861 6049 9674 2390 4333 16413 23289
58,11197 1259 12943 5930 16577 11705 6672 22066 11316 10524 25133 18022 306 2375 16772 17397 7537 2806
59,8841 2846 6544 9567 19668 18927 12026 8531 23950 19028 23042 9005 21793 6524 18554 2527 2209 10282
60,23975 16060 12454 15736 5746 1417 10638 4249 4888 10114 11774 7304 4229 1509 5255 9486 3214 5681 20341 1040
61,8826 1813 14378 13710 20571 19865 6446 21758 16932 19586 12552 11934 9190 18413 24189 16103 22081 17455 2280 8914
62,16394 22079 10753 11527 12759 24999 12214 23253 10311 1151 3775 18899 23895 21770 7742 711 8675 12914 15234
63,13231 13502 3456 557 13424 8654 14488 24186 5905 5982 15493 7779 8709 8321 24797 2760
64,23741 8212 12104 15350 20458 12284 654 14954 17723 10710 17951 18925 20863 18345 3712 14421 313 3170 12886 12117
65,11674 2848 3840 13254 6076 1628 17463 5391 24163 17270 19021 23316 6406 3346 15448 13664 14741 24628 3216 18782
66,19480 2097 19089 22228 20095 18815 7494 25607 12864 11988 12061 12389 23208 11667 18528 19307 9851 21399 10269 6401
67,22057 13349 10480 19874 9822 7832 13018 6838 4203 4299 19796 20611 5966 836 18574 2742 9615 10172 20367
68,6088 14912 2333 24561 18190 24863 5717 12494 4620 16248 23711 12544 3983 7229 9029 19078 21464 19661 9284 16976
69,2317 12228 25932 21251 15124 18020 8630 13545 7583 10417 10919 910 6530 7748 1865 6907 20925 9208 6454 14621
70,4390 17270 21355 23316 7105 8271 3812 8921 8955 9259 25407 6338 14356 11083 8990 11404 9992 21643 10653 3489
71,14684 17565 17668 11064 1621 1098 20312 24771 20507 5094 24070 25666 2940 309 17259 15833 7799 2956 17523 9526
72,1863 7266 24075 3804 25675 13173 21552 11166 2996 5730 5942 2932 22645 21239 4940 24683 24340 24442 22554
73,18419 18407 4502 8479 19874 14710 10073 21052 14684 14711 16394 9880 25642 7232 14673 23087 5397 13937 22750 20740
74,14104 1608 20146 8152 22622 3834 13552 16760 6335 16481 19089 9520 24985 19466 23975 9630 24415 20837 24546
75,17348 21594 8251 21102 8704 2818 16471 17101 22413 16616 2932 15490 14593 11174 20108 9512 19910 20401 16972 7137
76,17877 21672 25407 5330 15691 9608 2426 9148 9555 2650 10834 18327 15903 6146 23154 15023 8316 18620 12210 23494
77,24075 25778 25675 8271 14684 19406 22554 1720 5942 17142 10269 21069 4502 7147 12061 3489 19874 24962 22500 21769
78,20431 23962 6088 20180 4779 14959 2868 19020 21376 9288 16767 10180 772 5921 19114 22309 12393 11731 14607 16361
79,10269 8611 25675 3392 9438 4781 12061 21077 22554 8475 5942 17912 10786 18642 9851 13108 19089 11268 1888 20936
80,23226 21652 5436 12393 18187 11064 12035 23921 25573 1449 25832 17365 19992 21517 17480 10890 22435 985 6990 25482
81,24075 20532 22554 18719 5942 12568 12061 19245 10269 20946 18293 14360 10786 14280 9851 12742 23799 18391 12923 5006
82,22524 11153 10785 5412 24075 22213 19502 18281 5686 3919 8311 25572 20023 17024 17723 8621 15724 6039 21745 18952
83,2426 6327 9555 9446 23154 7727 23141 14509 16928 13349 10834 1249 13711 24316 7095 14065 1583 18148 10594
84,4620 11637 20496 5020 22511 17628 20148 13985 2333 21907 24621 2332 2300 18150 13541 25283 23127 20818 9284 4051
85,3580 23774 25596 14392 4878 11138 11533 11150 2478 12515 3812 22299 8097 17924 2888 15881 25631 13503
86,6446 20500 16779 5479 8955 10354 15161 13964 7564 18469 3141 15594 25675 19298 11951 22523 16712 18532 19498
87,2001 23468 6446 7049 2888 14378 21021 18469 16577 202 13081 4664 18798 2679 15903 1303 13593 13563
88,9438 1439 10269 16975 22554 11670 9851 13363 18293 25848 8811 7900 23799 15772 24894 934 25407 6041 51
89,11785 14786 8164 17327 14835 23244 301 16248 7816 15964 9782 3235 14193 562 4683 25643 15325 7229 1290 19078
90,4620 2665 19480 8645 20146 13764 19089 11442 20095 21819 1863 20180 5717 13083 13797 14546 22003 13369 921 25902
91,4824 24561 18949 12494 24383 19078 25044 19661 22592 12544 15468 7229 11189 16248 24361 16976 23906 21871 12774 19196
92,20146 11618 16630 2665 19709 9233 19480 17775 12409 24858 7494 24026 14291 1535 20095 23834 11730 15116 24075 7903
93,10269 19152 25675 25916 9438 8611 12061 2068 22554 23921 10786 13294 5942 25546 9851 8795 19089 1698 1888 4019
94,10788 3599 14108 18293 9561 8573 19180 7441 18380 22833 21407 25071 14198 12451 5717 15357 11451 20748 20750 14999
95,14413 2067 9526 4860 23324 22175 15544 17580 10380 23567 13219 12986 5447 4556 15497 18327 22400 5406 6493 10043
96,3812 2794 20281 6363 5218 12227 5186 681 19237 14441 8529 10373 17920 14551 7887 18644 2715 18107 12601 15821
97,12554 5157 24355 11990 18419 7970 4502 17894 19874 7879 19429 3202 22927 13850 13240 12250 20308 1995 359 10728
98,24355 17020 19874 3913 4502 1275 17668 17288 20308 7976 15234 14534 4257 20435 7883 9340 5581 18886 22927 17838
99,14684 23054 24075 6381 20308 574 19089 9502 18512 2344 11384 25594 19480 7989 23600 24546 4502 13628 20428 16800
100,4766 6002 6760 1552 5464 22334 24481 11112 24794 1409 22378 3877 20290 15657 19839 512 3895 22573 14820 6287
101,2426 21672 16772 5330 11649 4056 25407 23131 19468 20479 7728 19189 4878 1060 12466 15907 1240 20647 6446 7414
102,22484 15842 19596 23814 13057 23378 19495 22719 16395 6136 6952 9031 15152 17959 22357 11361 6208 3191 24355 12259
103,19704 20180 21552 11779 20532 12741 8920 11900 13688 2659 9029 19020 14548 13405 14715 130 11796 561 19781 20658
104,19874 22653 14684 10581 20308 14436 17668 20180 24355 23054 18419 19020 19060 22309 19879 5746 20490 11731 11550 13633
105,21615 9375 5669 16940 23485 23499 17858 17158 22554 13720 12719 7930 3267 4274 16046 9045 23424 18545 180 2352
106,22356 3674 275 9038 25868 8645 4254 6267 6240 760 3037 11174 8811 17927 13642 21468 4871 2900 2333 13764
107,1863 7266 8560 17146 1947 14939 22645 19241 21552 23211 4940 14424 24764 9813 20711 20186 25338 7108 8285 11740
108,18544 14378 22121 19959 173 20387 20274 11385 17548 25866 16201 7562 14978 10408 14356 19287 8544 21377 1055 20267
109,484 10162 7363 2679 13226 202 20688 7049 14356 1303 4390 2794 22121 24361 22226 2888 17013 14441 25407
110,17546 12828 5150 5984 15196 3145 15234 13363 23927 3071 5641 12061 25083 9171 17517 9851 3921 1209 7144 6041
111,17420 6600 1205 24546 19007 7846 4168 11650 9851 18115 15255 5625 6398 23284 195 18403 21616 7839
112,10269 14359 14330 14184 14369 12903 16790 13131 10028 18127 727 8112 16191 13630 20320 22942 25950 16022 17216 429
113,9241 17732 10328 20604 16987 1705 3550 9627 15563 6724 1928 4030 23723 14819 24655 3143 13424 12158 11804 1476
114,14100 12042 15899 4194 6090 25880 3292 3442 9125 18953 23033 11569 10151 20305 17169 16224 3978 17856
115,24075 18440 22554 19121 9438 13615 18293 13336 5942 20394 12923 8214 10269 10688 12061 16324 10786 18902 10834 22129
116,19750 8394 14356 7715 11820 917 18392 7313 17093 13447 15903 17992 278 3227 24274 6047 5044 20512 3722 24774
117,17803 2017 25863 13187 1250 2259 25331 9517 8773 17759 15821 13931 20626 3073 3470 24972 3785 1806
118,2835 1151 4511 14747 21199 11527 12162 8113 19823 18899 23086 15464 25834 18334 11711 11136 15183 5616
119,19874 13070 4502 21052 20308 5907 18419 17212 10073 230 25600 23246 9018 17565 24292 11253 1714 4499 7539 11903
120,18987 6002 16503 10830 16271 1552 10802 22334 19281 4866 12722 6381 12162 7198 6306 1212 11320 3877 20066 18469
121,25675 4811 20023 18867 13941 24955 2056 25190 20889 19898 19205 3226 12851 10287 21306 11091 13445 23679 22554 5522
122,14626 16203 19817 25317 22121 22969 12914 23802 8808 22024 4100 3291 9591 15739 981 6097 22221 10832 24577 16257
123,21061 15572 13294 1384 681 9315 8337 1249 3630 6392 4147 10345 13887 7677 23774 18033 12992 2293 19769 14509
124,2868 22646 23711 10912 1863 16709 13541 7453 2333 1834 5717 14575 18190 20393 4620 1625 10450 19620
125,4502 6502 17668 25484 21159 1677 19874 16538 14684 6764 4257 10712 18512 21272 10418 10355 24355 20340 11003 12763
126,6406 24251 11336 19434 4156 24297 10597 8519 8587 24336 20599 7702 2581 25774 1652 19761 10538 16558 5963 19424
127,22881 16570 10085 18211 132 8926 16684 10859 25552 18415 20158 8541 2007 19887 2448 14172 7926 17650 23226
128,10269 7266 25675 5751 9438 7108 9851 13363 22554 10202 10786 23533 1863 14946 18293 25887 13118 6916 23799
129,861 14045 18708 13440 25693 9315 7944 16955 7728 6392 23600 17577 24316 21841 8309 4509 19709 18208
130,23799 11851 24075 22622 8524 22559 24546 20228 16944 5658 14104 3463 9520 9463 9438 2603 8387 17615 16011 1184
131,22548 5713 25138 5386 25330 11144 5899 22890 4099 5254 10698 15646 22339 3469 9981 19778 7508 11299 17740 25086
132,6010 12597 20235 8712 14820 9008 341 5362 19429 16187 7109 21927 11701 20569 21567 8863 13031 6635 24985 1581
133,3525 1969 23155 3584 11159 2221 22862 1217 4381 2208 16324 5667 846 19543 627 22864 4510 14571 4282
134,3497 2794 21042 12227 6272 14441 10730 3881 20362 18107 7271 15821 13930 21654 22226 13025 4855 20095 21446 15729
135,16447 4302 25440 22242 72 9614 23333 6579 24746 23846 11841 23567 6843 25494 23799 9646 22438 314 25544 9773
136,11550 18288 24909 3911 13433 21735 19976 16981 4502 6906 25801 19258 8430 17572 1894 17000 14978 20779 5756 22716
137,16726 24500 15733 4184 2840 3579 20963 7053 9369 149 23405 21409 23913 25709 15948 13373 19406
138,15592 14397 4796 3851 11432 22754 5593 11313 25028 10770 21095 16944 5644 7797 14343 7179 882 14224 610 2563
139,2426 8472 9438 22102 10834 22746 5044 6157 19089 1626 23154 8795 22554 8692 7728 2491 4463 1283 9555 3641
140,25106 7908 17180 22445 9277 17093 8626 24573 13433 6787 24546 4382 4635 3301 14433 10336 9940 16541 21153 22171
141,5078 21857 17637 15781 14684 1083 6369 17565 19429 25162 128 4521 2835 10507 9520 15309 20308 5266 13721 17662
142,25675 17988 10269 12935 20146 15129 19480 9334 9851 1318 16630 20403 22554 23054 23600 22179 13118 18598 18293 16349
143,25407 23730 16577 7668 3989 2663 13923 25386 13725 18063 8649 21701 7095 4023 17338 3401 4510 20127 22840 11584
144,19089 19631 7494 2854 11730 13934 19709 16365 16630 20191 17723 5220 12409 8380 24128 19214 2665 453 8251 18813
145,9591 10694 20497 24761 18119 25682 25355 6108 9345 11206 19552 641 13693 10639 4959 16638 22845 17197 24075 22154
146,24075 8253 25675 2483 5942 4452 13118 7640 22554 19120 12061 21239 8538 6263 18293 23067 10786 5989 7964 20817
147,3497 14984 14030 8986 11295 13296 17067 18178 681 19070 20813 6370 5930 17397 588 21843 306 24429 1472
148,23154 25407 10594 9319 2426 459 1583 3322 9322 3815 5607 19222 9701 10827 10834 12711 18392 10563
149,10269 25112 25675 17097 9438 1411 12061 7704 10786 5519 19480 17746 773 18978 22554 9344 19089 20954 18293 21164
150,20095 6198 17723 20310 20146 376 7494 19434 24128 26 23600 15895 5573 14053 19089 15753 2533 247 18317 17142
151,12968 6546 19480 10494 22617 13712 10979 461 10061 18037 16630 23708 23403 10555 8158 14978 817 13476 3660 7019
152,12214 13829 2061 16650 8828 17893 1830 2513 7635 15635 3261 151 21619 3803 9705 7753 18263 5922 13902 11916
153,9195 8281 13609 11192 12142 12972 18412 8240 15182 3172 20210 23725 23102 2840 3207 20290 3901 10597 5032 16193
154,17320 12812 9194 7110 22554 351 9859 8861 181 18575 9140 4052 2243 14861 14640 6521 21013 5669 24790 13797
155,13118 24694 24075 25196 9438 2694 5717 909 4620 23286 13244 17348 10269 15720 5942 25361 7964 19389 3290 23461
156,25407 9446 15691 3230 10594 1271 1583 18054 18452 20270 23154 6637 10981 12446 9555 25589 17156 5243 10834 7414
157,4204 24687 6010 25751 2274 25094 14820 6635 11499 23411 5870 1581 303 11904 24746 11701 627 24980 21260 15743
158,17546 4055 15196 1131 5150 17611 15234 15233 17517 22218 9511 22633 23927 23512 7144 5984 5641 3885 8891 3145
159,20919 14837 18687 22885 7030 12709 15064 956 31 307 22770 5324 16871 24604 1276 9293 1459 16301 22151 14723
160,21355 1259 11197 17397 12601 11705 679 11354 25738 22066 6047 10524 25407 25731 6446 21390 16772 1368 1242 2375
161,12574 17488 5784 20946 8577 414 9341 24453 10421 4893 3827 25163 25347 8267 25333 17687 11983 2643 20439 11067
162,3473 13400 18293 9227 12875 16025 22128 10268 21552 18242 22750 915 8755 16822 16485 10350 10491 11930 22511 12827
163,4940 5907 20308 15982 18419 3941 13444 24584 21327 9355 14771 11116 19874 13404 5581 6191 9703 20083 25197 7424
164,4878 4549 25407 17819 8322 22517 102 15150 15691 9301 7583 14706 25676 10541 25596 8707 12567 19370 20146 15949
165,4620 17988 24075 11072 21552 15439 12061 22179 25675 21907 24621 19759 10786 4264 18293 2918 5717 2061 24410 20403
166,17179 18175 20167 21749 10990 22813 11159 7716 15906 20858 16675 22299 14978 21763 13363 12553 5256 17924 20298 16207
167,6878 6243 17209 2975 25407 22848 4980 19299 19468 8834 13711 10908 2426 2492 13136 7012 11340 3194 18392 3758
168,17320 11990 17321 5157 17317 7970 17318 17894 17319 7879 17315 24025 17324 3202 17323 19182 17313 12250 17322 376
169,25407 8619 7494 3061 15691 13120 20095 8707 19089 17743 23154 8097 2426 9867 1240 24502 1583 17543 23141 3049
170,22801 22688 17951 20145 13663 13339 21129 20070 22426 11099 4366 15259 5952 3543 497 6456 3580 12797 11089
171,23424 24437 4512 21345 12923 23876 25675 151 9851 20246 10786 888 24075 19979 9438 2575 9680 1689 4124 24203
172,19114 23590 11792 12494 21449 7937 9243 24561 21859 19196 6467 16248 13707 12544 4502 4407 19781 20852 18419 7229
173,5669 9322 8820 18777 17209 16518 12050 7333 10981 8699 20863 3107 13711 18452 17457 25609 16906 7271 5 6994
174,13294 6973 7494 14838 6368 21633 19480 10653 17402 17299 9605 18040 5669 20685 18882 18761 21277 13404
175,5756 24801 23530 10355 7632 8041 16667 3569 8430 15122 2507 13623 25957 22592 6500 21470 25517 19037 17309 24033
176,5396 6916 12061 18122 5717 382 23127 24934 9284 11439 2300 10470 2333 22512 9315 6004 4620 12907 24575 9513
177,25407 1249 10594 14054 6734 25828 1583 21920 15691 25872 9555 25138 10834 18550 22848 2635 19089 14509 9701
178,1398 722 2759 19679 6265 10392 12972 16626 5973 22355 11638 6135 23553 5269 18535 6080 8704 24956 8251 24716
179,16197 12988 8304 17146 15343 24312 24093 19028 16626 14429 3552 19241 20170 4482 11129 5805 24484 25658 9851 23109
180,6168 5467 2579 20371 13025 7182 18987 15415 16503 14876 23832 4594 20664 25751 16271 13015 3423 15498
181,10269 12801 25675 13797 19089 1728 9438 12409 12061 21594 19480 12812 9591 9192 10786 3881 19709 21654 22554 21102
182,15903 9092 14554 6909 17517 8318 5150 6220 7844 10397 17546 17315 18367 15452 3261 23095 17569 4654 25886
183,23600 11618 7494 6198 20095 11091 23481 5522 19709 1728 20146 17904 12409 9192 17723 20310 17760 4811 8894 518
184,9683 7823 15749 12558 16394 19476 4502 10023 10491 6690 18419 17053 14684 16588 24059 9904 1345 13825 10073 20749
185,5250 1599 3185 21255 5673 4198 6363 18470 15396 15809 25102 13472 24972 13027 25453 5532 4500 10736
186,7553 2650 16394 21199 1653 78 24847 12509 25407 14434 8322 20734 21943 178 25675 22590 7583 3321 7013 14127
187,23879 8432 10747 11823 2825 25280 25170 22676 10054 12459 22474 21784 19518 7304 6476 18515 1254 19339
188,24577 23974 3901 7425 10405 6141 10747 9992 23895 3373 24280 15944 11748 24713 15903 25436 8649 22854 17877 7460
189,25407 16282 16772 10035 8097 1698 12466 23903 15691 20284 2118 1924 2426 7443 5044 6543 7728 13315 7095 25187
190,5 15770 19797 9597 5148 25872 10345 6734 23154 16496 10594 5378 15730 18465 22712 7406 5952 14054
191,6282 19286 9950 15534 14280 18806 22287 25892 13462 6930 16375 6897 5036 263 6242 23698 13690 10051 22305 6081
192,15764 22004 24093 21711 8304 21492 17820 1019 24109 16899 57 17114 4803 13058 5412 7623 18122 10381 14865 4534
193,484 25541 13760 24004 20688 12231 25675 6685 11848 3641 23468 12629 7965 18945 17013 9155 23651 32 13508 25649
194,24566 24753 24075 24178 11367 1909 18259 13386 1538 14550 6686 24797 13348 1110 9318 10471 3921 23645 4063 10326
195,20057 8790 19761 5642 10020 720 6760 8033 6239 14723 777 1092 19845 9293 7030 16301 6406 13387 12739 3133
196,681 17910 19985 8780 20281 9615 6663 14719 25824 22018 7012 17625 10021 3963 17314 1799 6900 4135 4147 14712
197,15903 9092 5150 8318 22075 5027 7426 22944 15196 6909 17586 10037 1547 17315 9741 10397 4118 23607 658 591
198,9591 12801 2868 15303 23536 9357 6088 10912 18190 4966 21552 15706 4620 21450 5717 3983 12061 20393 23711 7130
199,18009 19959 15013 7562 8249 21377 22121 17434 6446 6381 15204 20969 9041 7450 7133 2680 5698 2978 24172 16870
200,7494 2659 8894 21975 21381 12741 1432 23244 19525 13405 18653 561 17723 20658 13415 3448 23577 6676 8431 17543
201,20146 17760 19089 12119 19480 14333 23600 9435 17723 12812 3983 12153 16630 351 17257 784 12289 1825 23481
202,24586 12715 868 24195 4341 19087 17407 20605 1898 15481 5626 17609 8902 22332 8517 13388 24164 11887 9614 5748
203,4289 24444 13686 20344 14253 19161 4444 23299 8244 19020 14638 8987 4963 19705 1211 5897 24255 22309 12447
204,12061 13363 24075 9851 8560 24290 25675 17225 22554 6041 9591 23888 11384 2415 9018 25040 2930 25112
205,23536 15303 18190 10221 6088 20578 2333 12514 5717 8756 8920 8001 21854 24488 15459 15314 18872 7475 23711
206,19953 13654 896 17065 18380 19962 21404 7857 7398 9823 22096 2550 21278 4946 8251 15144 23358 14754 10716 3818
207,6239 23628 7174 13044 12968 15006 6760 18927 8158 19658 19480 12499 23600 13476 17760 6485 19089 25963
208,11540 24962 12266 12559 19908 1628 838 13489 11367 17142 6092 11900 6865 18980 21704 15959 4195 20778 14886 5491
209,24355 19355 19874 15982 4502 12413 18419 890 17668 16538 15234 24584 18512 2800 10418 24014 20553 25514 22927 19730
210,25034 17908 7016 9636 24333 20915 9451 8392 12953 24500 9369 9500 6760 12093
211,9934 18979 17668 6380 14100 8664 22729 7836 8894 21260 12840 9609 13118 12906 20565 24567 1627 24865
212,2448 7093 19089 17828 4728 2902 3070 18374 153 24513 21437 6200 16630 6894 7019 18682 11133 10082 10035 15503
213,8395 2051 8538 24515 18463 2720 6250 3239 21085 13396 1050 22362 17525 19915 11876 20893 16862 3453 4987 9298
214,24075 10421 5942 4844 9438 23470 10220 19989 10269 11516 773 2966 1477 6979 19089 2340 5032 1175 25675 5202
215,7709 15925 15371 13894 8676 11873 25663 6149 8667 5368 11137 19569 14421 4308 22500 25645
216,1397 9724 14396 8692 16353 9606 3506 8716 2995 3961 12713 3641 20670 25293 11169 19489 44 5221 10592 22746
217,10979 25643 3348 12494 18449 24561 11987 7229 25353 16976 3668 12544 22356 19661 13609 16248 20341 19078 9284 3518
218,17546 11334 5150 311 15196 21730 15234 5932 23927 15661 5641 22377 25083 9602 6667 14969 17517 15901 3921 16102
219,8709 13609 9716 23328 497 20333 18793 11506 12048 1813 15182 12265 16172 2009 9769 13767 22356 13434 14674 18855
220,24075 17292 9438 19806 22554 3551 10269 24068 18293 10433 12061 23311 12923 11959 24894 3118 15564 24123 10786 10608
221,19826 18223 5467 14171 6464 812 11711 19178 11459 22331 18569 10606 19659 3470 20191 22868 6612 19295 24484 3137
222,14684 13349 4502 7832 20308 3913 5581 6838 10418 16246 7883 14564 18419 6583 6612 2742 11475 9833 17668 23603
223,19346 9003 2894 13562 7639 3172 25952 23725 19785 17149 4766 739 17814 10455 11076 20605 21518 7167 11729 22609
224,2485 24361 3788 2322 23468 15645 13226 3811 2001 7045 19340 9297 18851 15795 20688 698 11912 17331 10162 24720
225,25407 14549 16772 2725 7095 32 8990 1436 9555 17706 1583 13457 2426 24724 22438 24821 15691 23255
226,12755 769 14044 9378 13622 792 24536 12778 2839 8193 18347 7200 14070 671 17960 22717 24861 12138 24329 7067
227,19874 8849 15363 10522 4502 9650 3556 6450 2459 19631 11832 303 7883 20569 14684 10749 20308 22363 17637 2412
228,20209 19631 23600 2854 11852 13349 17917 19874 4203 16365 7539 20191 10480 7832 21973 17826 7388 6838 11603 14562
229,4384 12083 8079 22662 16177 17076 17248 16674 891 7262 5306 16152 20613 9417 1778 4308 20637 23018 9398
230,17109 711 6097 2650 18574 78 11864 24424 13795 19150 19596 17547 21373 20734 6691 12509 10856 5653
231,24075 20885 22554 2947 9438 17176 18293 16557 5942 2597 10269 3551 12923 2715 12061 24068 10786 22134 10834 21571
232,13635 15425 17668 18395 20706 22974 11776 15302 17032 1457 10671 24756 21281 6767 1635 4684 4126 6858
